respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
HUN,FRA,Tertiary - N - Administrative and support service activities,"Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favorable than those granted to private operators.",,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EGY,DEU,Secondary - C - Manufacturing,"Claims arising out of the Government's termination of a license plate supply and manufacturing contract concluded with the claimants, on the alleged basis that the transaction was closed for an uncompetitive price, leading to the conviction of Utsch's chief executive officer.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,ESP,Secondary - C - Manufacturing,Claims arising out of the Government's issuance of a decree that expropriated claimants' tortilla and corn flour production businesses in Venezuela.,,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HRV,BEL,Tertiary - L - Real estate activities,"Claims arising out of the alleged misrepresentation by Croatian authorities to the claimants by issuing them certificates affirming that certain land plots were located within the allowed construction area for the development of a real estate project, and later refusing them permission to construct on the basis that the plots were outside the construction zone and noting that the previous certificates were issued in disregard of the applicable planning laws.",,2013,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
VEN,BRB,Primary - B - Mining and quarrying,"Claims arising out of the Government’s refusal to grant the claimant’s request to sell its stake in Petroritupano to a third party as well as other alleged wrongful conduct related to Petroritupano, a mixed company controlled by state-owned Corporación Venezolana de Petróleo (CVP). According to the claimant, CVP and Petróleos de Venezuela S.A. (PDVSA) manipulated Petroritupano’s finances and failed to pay the share of dividends to the claimant.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAN,USA,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of a moratorium imposed by the Government of Ontario on offshore wind farms that indefinitely suspended claimant's investment project in this sector.,,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,CAN,Primary - B - Mining and quarrying,"Claims arising out of the Government's alleged failure to observe its contractual obligations, including the granting of an export license to WWM to market Kazakh uranium internationally, which allegedly led WWM to suspend operations at its Kazakh facility and resulted in the bankruptcy, confiscation and forced sale of its local assets.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RUS,LUX,Primary - B - Mining and quarrying,Claims arising out of the Government’s alleged illegal expropriation of claimant’s investments in Yukos Oil Company.,,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUN,GBR,Tertiary - J - Information and communication,"Claims arising out of the alleged expropriation of claimants' investments in nationwide FM-frequency radio-broadcasting licenses in Hungary, through the Government's decision to award the radio-broadcasting frequencies formerly held by claimants to a third party.",,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PAK,GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged Government interference in operations at a gas import terminal at Port Qasim, leading to the alleged expropriation of claimant's liquid petroleum gas infrastructure in Karachi.",,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGY,USA; DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of alleged breaches of a long term contract for the supply of natural gas between the parties, including the prolonged interruption of gas supply and failure to deliver the agreed volume of gas.",,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,CAN,Secondary - C - Manufacturing,"Claims arising out of alleged injuries from ""Import Alerts"" issued by the U.S. Food and Drug Administration concerning two of Apotex’s Canadian manufacturing facilities.",,2012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEO,FRA,Tertiary - K - Financial and insurance activities,"Claims arising out of legislative amendments passed by the Government that allegedly gave tax authorities priority over the secured claims of financial institutions, among other measures, which the claimant considered to be designed specifically to target the two commercial banks in which it had invested.",,2012,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
VEN,BRB,"Tertiary - I - Accommodation and food service activities;
Tertiary - N - Administrative and support service activities","Claims arising out of the alleged indirect expropriation of certain tourism and hospitality facilities rehabilitated by the claimant through intermediary corporations that had been granted concessions to develop and to operate them, including the alleged denial of permits and the subsequent termination of the relevant concession agreements.",,2012,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
